URL,RESPONSE,DESCRIPTION
http://www.example.fund,,"HTTPConnectionPool(host='www.example.fund', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.furniture,,"HTTPConnectionPool(host='www.example.furniture', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E48>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.fyi,,"HTTPConnectionPool(host='www.example.fyi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gallery,,"HTTPConnectionPool(host='www.example.gallery', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.game,,"HTTPConnectionPool(host='www.example.game', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.games,,"HTTPConnectionPool(host='www.example.games', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E12E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.garden,,"HTTPConnectionPool(host='www.example.garden', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gdn,,"HTTPConnectionPool(host='www.example.gdn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1D68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gift,,"HTTPConnectionPool(host='www.example.gift', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E16D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gifts,,"HTTPConnectionPool(host='www.example.gifts', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gives,,"HTTPConnectionPool(host='www.example.gives', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.glass,,"HTTPConnectionPool(host='www.example.glass', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.global,,"HTTPConnectionPool(host='www.example.global', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1898>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gold,,"HTTPConnectionPool(host='www.example.gold', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.golf,,"HTTPConnectionPool(host='www.example.golf', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gop,,"HTTPConnectionPool(host='www.example.gop', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.graphics,,"HTTPConnectionPool(host='www.example.graphics', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.green,,"HTTPConnectionPool(host='www.example.green', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1438>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.gripe,,"HTTPConnectionPool(host='www.example.gripe', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.grocery,,"HTTPConnectionPool(host='www.example.grocery', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.group,,"HTTPConnectionPool(host='www.example.group', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.guide,,"HTTPConnectionPool(host='www.example.guide', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E16D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.guitars,,"HTTPConnectionPool(host='www.example.guitars', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.guru,,"HTTPConnectionPool(host='www.example.guru', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hair,,"HTTPConnectionPool(host='www.example.hair', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1BA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hangout,,"HTTPConnectionPool(host='www.example.hangout', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1278>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.health,,"HTTPConnectionPool(host='www.example.health', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.healthcare,,"HTTPConnectionPool(host='www.example.healthcare', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E16D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.help,,"HTTPConnectionPool(host='www.example.help', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.here,,"HTTPConnectionPool(host='www.example.here', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hiphop,,"HTTPConnectionPool(host='www.example.hiphop', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E17B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hiv,,"HTTPConnectionPool(host='www.example.hiv', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hockey,,"HTTPConnectionPool(host='www.example.hockey', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.holdings,,"HTTPConnectionPool(host='www.example.holdings', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E17B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.holiday,,"HTTPConnectionPool(host='www.example.holiday', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9A90>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.homegoods,,"HTTPConnectionPool(host='www.example.homegoods', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.homes,,"HTTPConnectionPool(host='www.example.homes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9A90>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.homesense,,"HTTPConnectionPool(host='www.example.homesense', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.horse,,"HTTPConnectionPool(host='www.example.horse', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9A90>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hospital,,"HTTPConnectionPool(host='www.example.hospital', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910F9CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.host,,"HTTPConnectionPool(host='www.example.host', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hosting,,"HTTPConnectionPool(host='www.example.hosting', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hot,,"HTTPConnectionPool(host='www.example.hot', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.hotels,,"HTTPConnectionPool(host='www.example.hotels', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.house,,"HTTPConnectionPool(host='www.example.house', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.how,,"HTTPConnectionPool(host='www.example.how', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1D68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ice,,"HTTPConnectionPool(host='www.example.ice', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.icu,,"HTTPConnectionPool(host='www.example.icu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.industries,,"HTTPConnectionPool(host='www.example.industries', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.info,,"HTTPConnectionPool(host='www.example.info', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ing,,"HTTPConnectionPool(host='www.example.ing', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ink,,"HTTPConnectionPool(host='www.example.ink', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.institute[74],,"HTTPConnectionPool(host='www.example.institute[74]', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.insurance,,"HTTPConnectionPool(host='www.example.insurance', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.insure,,"HTTPConnectionPool(host='www.example.insure', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1668>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.international,,"HTTPConnectionPool(host='www.example.international', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.investments,,"HTTPConnectionPool(host='www.example.investments', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.jewelry,,"HTTPConnectionPool(host='www.example.jewelry', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.jobs,,"HTTPConnectionPool(host='www.example.jobs', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1BA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.joy,,"HTTPConnectionPool(host='www.example.joy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.kim,,"HTTPConnectionPool(host='www.example.kim', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.kitchen,,"HTTPConnectionPool(host='www.example.kitchen', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.land,,"HTTPConnectionPool(host='www.example.land', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.latino,,"HTTPConnectionPool(host='www.example.latino', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.law,,"HTTPConnectionPool(host='www.example.law', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1438>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lawyer,,"HTTPConnectionPool(host='www.example.lawyer', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1278>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lease,,"HTTPConnectionPool(host='www.example.lease', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.legal,,"HTTPConnectionPool(host='www.example.legal', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lgbt,,"HTTPConnectionPool(host='www.example.lgbt', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.life,,"HTTPConnectionPool(host='www.example.life', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lifeinsurance,,"HTTPConnectionPool(host='www.example.lifeinsurance', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lighting,,"HTTPConnectionPool(host='www.example.lighting', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.like,,"HTTPConnectionPool(host='www.example.like', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E11D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.limited,,"HTTPConnectionPool(host='www.example.limited', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1DD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.limo,,"HTTPConnectionPool(host='www.example.limo', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291110B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.link,,"HTTPConnectionPool(host='www.example.link', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291110A20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.live,,"HTTPConnectionPool(host='www.example.live', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291110B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.living,,"HTTPConnectionPool(host='www.example.living', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291110A20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.loan,,"HTTPConnectionPool(host='www.example.loan', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291110B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.loans,,"HTTPConnectionPool(host='www.example.loans', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000020291110A20>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.locker,,"HTTPConnectionPool(host='www.example.locker', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lol,,"HTTPConnectionPool(host='www.example.lol', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.lotto,,"HTTPConnectionPool(host='www.example.lotto', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.love,,"HTTPConnectionPool(host='www.example.love', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1F28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.ltd,,"HTTPConnectionPool(host='www.example.ltd', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E12E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.luxury,,"HTTPConnectionPool(host='www.example.luxury', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.makeup,,"HTTPConnectionPool(host='www.example.makeup', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E16D8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.management,,"HTTPConnectionPool(host='www.example.management', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.map,,"HTTPConnectionPool(host='www.example.map', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.market,,"HTTPConnectionPool(host='www.example.market', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E17B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.marketing,,"HTTPConnectionPool(host='www.example.marketing', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1668>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.markets,,"HTTPConnectionPool(host='www.example.markets', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mba,,"HTTPConnectionPool(host='www.example.mba', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.med,,"HTTPConnectionPool(host='www.example.med', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.media,,"HTTPConnectionPool(host='www.example.media', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1FD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.meet,,"HTTPConnectionPool(host='www.example.meet', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.meme,,"HTTPConnectionPool(host='www.example.meme', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.memorial,,"HTTPConnectionPool(host='www.example.memorial', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1438>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.men,,"HTTPConnectionPool(host='www.example.men', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.menu,,"HTTPConnectionPool(host='www.example.menu', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mint,,"HTTPConnectionPool(host='www.example.mint', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E12E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mobi,,"HTTPConnectionPool(host='www.example.mobi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mobile,,"HTTPConnectionPool(host='www.example.mobile', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1BA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mobily,,"HTTPConnectionPool(host='www.example.mobily', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.moe,,"HTTPConnectionPool(host='www.example.moe', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E14A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mom,,"HTTPConnectionPool(host='www.example.mom', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1278>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.money,,"HTTPConnectionPool(host='www.example.money', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E12E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mortgage,,"HTTPConnectionPool(host='www.example.mortgage', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1E10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.motorcycles,,"HTTPConnectionPool(host='www.example.motorcycles', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1BA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.mov,,"HTTPConnectionPool(host='www.example.mov', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.movie,,"HTTPConnectionPool(host='www.example.movie', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1B38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.museum,,"HTTPConnectionPool(host='www.example.museum', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E1EF0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
http://www.example.name,,"HTTPConnectionPool(host='www.example.name', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000202910E19E8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))"
